Authors,Article Title,DOI,taxon,bio_facet,archipelago,pattern,resolution,notes
"Taylor, EB",An analysis of homogenization and differentiation of Canadian freshwater fish faunas with an emphasis on British Columbia,10.1139/F03-141,Fish,taxonomic,West Canadian islands,differentation,Between archipelagos,"Looks at fish (effects of extirpations and nonnative species) and composition changes in Canadian ecoregions. Only included the island pairwise comparison, which compares Queen Charlotte islands as an archipelago with the large Vancouver island; results taken from Table 2"
"Holmes, R; Pelser, P; Barcelona, J; Tjitrosoedirdjo, SS; Wahyuni, I; van Kleunen, M; Pysek, P; Essl, F; Kreft, H; Dawson, W; Wijedasa, L; Kortz, A; Hejda, M; Berrio, JC; Siregar, I; Williams, M",Naturalizations have led to homogenization of the Malesian flora in the Anthropocene,10.1111/jbi.14766,Plants,taxonomic,Greater_Sunda_Islands,homogenization,Between archipelagos,"Pairwise analysis of similarity between island groups (i.e., groups unit of analysis); Results in Section 3.2"
"Holmes, R; Pelser, P; Barcelona, J; Tjitrosoedirdjo, SS; Wahyuni, I; van Kleunen, M; Pysek, P; Essl, F; Kreft, H; Dawson, W; Wijedasa, L; Kortz, A; Hejda, M; Berrio, JC; Siregar, I; Williams, M",Naturalizations have led to homogenization of the Malesian flora in the Anthropocene,10.1111/jbi.14766,Plants,taxonomic,Lesser_Sunda_Islands,homogenization,Between archipelagos,"Pairwise analysis of similarity between island groups (i.e., groups unit of analysis); Results in Section 3.2"
"Holmes, R; Pelser, P; Barcelona, J; Tjitrosoedirdjo, SS; Wahyuni, I; van Kleunen, M; Pysek, P; Essl, F; Kreft, H; Dawson, W; Wijedasa, L; Kortz, A; Hejda, M; Berrio, JC; Siregar, I; Williams, M",Naturalizations have led to homogenization of the Malesian flora in the Anthropocene,10.1111/jbi.14766,Plants,taxonomic,Maluku,homogenization,Between archipelagos,"Pairwise analysis of similarity between island groups (i.e., groups unit of analysis); Results in Section 3.2"
"Holmes, R; Pelser, P; Barcelona, J; Tjitrosoedirdjo, SS; Wahyuni, I; van Kleunen, M; Pysek, P; Essl, F; Kreft, H; Dawson, W; Wijedasa, L; Kortz, A; Hejda, M; Berrio, JC; Siregar, I; Williams, M",Naturalizations have led to homogenization of the Malesian flora in the Anthropocene,10.1111/jbi.14766,Plants,taxonomic,New_Guinea,homogenization,Between archipelagos,"Pairwise analysis of similarity between island groups (i.e., groups unit of analysis); Results in Section 3.2"
"Holmes, R; Pelser, P; Barcelona, J; Tjitrosoedirdjo, SS; Wahyuni, I; van Kleunen, M; Pysek, P; Essl, F; Kreft, H; Dawson, W; Wijedasa, L; Kortz, A; Hejda, M; Berrio, JC; Siregar, I; Williams, M",Naturalizations have led to homogenization of the Malesian flora in the Anthropocene,10.1111/jbi.14766,Plants,taxonomic,Philippines,homogenization,Between archipelagos,"Pairwise analysis of similarity between island groups (i.e., groups unit of analysis); Results in Section 3.2"
"Lomolino, MV; van der Geer, AAE",The paradox of anthropogenic enrichment: homogenization and downsizing of insular mammals,10.21425/F5FBG59967,Mammals,taxonomic,Caribbean_Islands,homogenization,Within archipelago,Results checked with Mark Lomolino and Alexandra van der Geer
"Lomolino, MV; van der Geer, AAE",The paradox of anthropogenic enrichment: homogenization and downsizing of insular mammals,10.21425/F5FBG59967,Mammals,taxonomic,Wallacea_Islands,homogenization,Within archipelago,Results checked with Mark Lomolino and Alexandra van der Geer
"Lomolino, MV; van der Geer, AAE",The paradox of anthropogenic enrichment: homogenization and downsizing of insular mammals,10.21425/F5FBG59967,Mammals,taxonomic,Mediterranean_Islands,homogenization,Within archipelago,Results checked with Mark Lomolino and Alexandra van der Geer
"Lomolino, MV; van der Geer, AAE",The paradox of anthropogenic enrichment: homogenization and downsizing of insular mammals,10.21425/F5FBG59967,Mammals,taxonomic,Macronesian_Islands,homogenization,Within archipelago,Results checked with Mark Lomolino and Alexandra van der Geer
"Lomolino, MV; van der Geer, AAE",The paradox of anthropogenic enrichment: homogenization and downsizing of insular mammals,10.21425/F5FBG59967,Mammals,taxonomic,Pacific_Islands,homogenization,Between archipelagos,Results checked with Mark Lomolino and Alexandra van der Geer
"Castro, SA; Daehler, CC; Silva, L; Torres-Santana, CW; Reyes-Betancort, JA; Atkinson, R; Jaramillo, P; Guezou, A; Jaksic, FM",Floristic homogenization as a teleconnected trend in oceanic islands,10.1111/j.1472-4642.2010.00695.x,Plants,taxonomic,Ascension,homogenization,Between archipelagos,"analysis compared each archipelago with all others pairwise - all pairwise comparisons bar 2 show increased similarity, so we have considered homogenisation in all cases. Different scale of analysis (i.e., between archipelago) and included islands than in Castro et al (2007, 2008)"
"Castro, SA; Daehler, CC; Silva, L; Torres-Santana, CW; Reyes-Betancort, JA; Atkinson, R; Jaramillo, P; Guezou, A; Jaksic, FM",Floristic homogenization as a teleconnected trend in oceanic islands,10.1111/j.1472-4642.2010.00695.x,Plants,taxonomic,Azores,homogenization,Between archipelagos,"analysis compared each archipelago with all others pairwise - all pairwise comparisons bar 2 show increased similarity, so we have considered homogenisation in all cases. Different scale of analysis (i.e., between archipelago) and included islands than in Castro et al (2007, 2008)"
"Castro, SA; Daehler, CC; Silva, L; Torres-Santana, CW; Reyes-Betancort, JA; Atkinson, R; Jaramillo, P; Guezou, A; Jaksic, FM",Floristic homogenization as a teleconnected trend in oceanic islands,10.1111/j.1472-4642.2010.00695.x,Plants,taxonomic,Canary_Islands,homogenization,Between archipelagos,"analysis compared each archipelago with all others pairwise - all pairwise comparisons bar 2 show increased similarity, so we have considered homogenisation in all cases. Different scale of analysis (i.e., between archipelago) and included islands than in Castro et al (2007, 2008)"
"Castro, SA; Daehler, CC; Silva, L; Torres-Santana, CW; Reyes-Betancort, JA; Atkinson, R; Jaramillo, P; Guezou, A; Jaksic, FM",Floristic homogenization as a teleconnected trend in oceanic islands,10.1111/j.1472-4642.2010.00695.x,Plants,taxonomic,Cape_Verde,homogenization,Between archipelagos,"analysis compared each archipelago with all others pairwise - all pairwise comparisons bar 2 show increased similarity, so we have considered homogenisation in all cases. Different scale of analysis (i.e., between archipelago) and included islands than in Castro et al (2007, 2008)"
"Castro, SA; Daehler, CC; Silva, L; Torres-Santana, CW; Reyes-Betancort, JA; Atkinson, R; Jaramillo, P; Guezou, A; Jaksic, FM",Floristic homogenization as a teleconnected trend in oceanic islands,10.1111/j.1472-4642.2010.00695.x,Plants,taxonomic,Desventuradas_Islands,homogenization,Between archipelagos,"analysis compared each archipelago with all others pairwise - all pairwise comparisons bar 2 show increased similarity, so we have considered homogenisation in all cases. Different scale of analysis (i.e., between archipelago) and included islands than in Castro et al (2007, 2008)"
"Castro, SA; Daehler, CC; Silva, L; Torres-Santana, CW; Reyes-Betancort, JA; Atkinson, R; Jaramillo, P; Guezou, A; Jaksic, FM",Floristic homogenization as a teleconnected trend in oceanic islands,10.1111/j.1472-4642.2010.00695.x,Plants,taxonomic,Easter_Island,homogenization,Between archipelagos,"analysis compared each archipelago with all others pairwise - all pairwise comparisons bar 2 show increased similarity, so we have considered homogenisation in all cases. Different scale of analysis (i.e., between archipelago) and included islands than in Castro et al (2007, 2008)"
"Castro, SA; Daehler, CC; Silva, L; Torres-Santana, CW; Reyes-Betancort, JA; Atkinson, R; Jaramillo, P; Guezou, A; Jaksic, FM",Floristic homogenization as a teleconnected trend in oceanic islands,10.1111/j.1472-4642.2010.00695.x,Plants,taxonomic,Galapagos,homogenization,Between archipelagos,"analysis compared each archipelago with all others pairwise - all pairwise comparisons bar 2 show increased similarity, so we have considered homogenisation in all cases. Different scale of analysis (i.e., between archipelago) and included islands than in Castro et al (2007, 2008)"
"Castro, SA; Daehler, CC; Silva, L; Torres-Santana, CW; Reyes-Betancort, JA; Atkinson, R; Jaramillo, P; Guezou, A; Jaksic, FM",Floristic homogenization as a teleconnected trend in oceanic islands,10.1111/j.1472-4642.2010.00695.x,Plants,taxonomic,Hawaiian_Islands,homogenization,Between archipelagos,"analysis compared each archipelago with all others pairwise - all pairwise comparisons bar 2 show increased similarity, so we have considered homogenisation in all cases. Different scale of analysis (i.e., between archipelago) and included islands than in Castro et al (2007, 2008)"
"Castro, SA; Daehler, CC; Silva, L; Torres-Santana, CW; Reyes-Betancort, JA; Atkinson, R; Jaramillo, P; Guezou, A; Jaksic, FM",Floristic homogenization as a teleconnected trend in oceanic islands,10.1111/j.1472-4642.2010.00695.x,Plants,taxonomic,Juan_Fernandez,homogenization,Between archipelagos,"analysis compared each archipelago with all others pairwise - all pairwise comparisons bar 2 show increased similarity, so we have considered homogenisation in all cases. Different scale of analysis (i.e., between archipelago) and included islands than in Castro et al (2007, 2008)"
"Castro, SA; Daehler, CC; Silva, L; Torres-Santana, CW; Reyes-Betancort, JA; Atkinson, R; Jaramillo, P; Guezou, A; Jaksic, FM",Floristic homogenization as a teleconnected trend in oceanic islands,10.1111/j.1472-4642.2010.00695.x,Plants,taxonomic,Madeira,homogenization,Between archipelagos,"analysis compared each archipelago with all others pairwise - all pairwise comparisons bar 2 show increased similarity, so we have considered homogenisation in all cases. Different scale of analysis (i.e., between archipelago) and included islands than in Castro et al (2007, 2008)"
"Castro, SA; Daehler, CC; Silva, L; Torres-Santana, CW; Reyes-Betancort, JA; Atkinson, R; Jaramillo, P; Guezou, A; Jaksic, FM",Floristic homogenization as a teleconnected trend in oceanic islands,10.1111/j.1472-4642.2010.00695.x,Plants,taxonomic,Hispaniola_and_Puerto_Rico,homogenization,Between archipelagos,"analysis compared each archipelago with all others pairwise - all pairwise comparisons bar 2 show increased similarity, so we have considered homogenisation in all cases. Different scale of analysis (i.e., between archipelago) and included islands than in Castro et al (2007, 2008)"
"Castro, SA; Daehler, CC; Silva, L; Torres-Santana, CW; Reyes-Betancort, JA; Atkinson, R; Jaramillo, P; Guezou, A; Jaksic, FM",Floristic homogenization as a teleconnected trend in oceanic islands,10.1111/j.1472-4642.2010.00695.x,Plants,taxonomic,Savage_Islands,homogenization,Between archipelagos,"analysis compared each archipelago with all others pairwise - all pairwise comparisons bar 2 show increased similarity, so we have considered homogenisation in all cases. Different scale of analysis (i.e., between archipelago) and included islands than in Castro et al (2007, 2008)"
"Florencio, M; Cardoso, P; Lobo, JM; de Azevedo, EB; Borges, PAV",Arthropod assemblage homogenization in oceanic islands: the role of indigenous and exotic species under landscape disturbance,10.1111/ddi.12121,Invertebrates,taxonomic,Azores,homogenization,Within archipelago,"Compares compositional similarity (Bray-Curtis similarity, thus includes abundance data) of just natives and then native+exotics (epigean arthropods), for four Azorean islands. Results in Table 3 show that average similarity increased with addition of exotics for all habitats, and then for all of the four land-use types (native forest, exotic forest and the pastures). Table S1 also indicates that similarity increased in all individual pairwise comparisons."
"Florencio, M; Lobo, JM; Cardoso, P; Almeida-Neto, M; Borges, PAV",The Colonisation of Exotic Species Does Not Have to Trigger Faunal Homogenisation: Lessons from the Assembly Patterns of Arthropods on Oceanic Islands,10.1371/journal.pone.0128276,Invertebrates,taxonomic,Azores,differentation,Within archipelago,"Similar dataset to Florencio et al (2013) but different analytical approach (here using a different replacement index and only incidence data) and no all habitat analysis, but different comparisons within the four land-use types across the four islands. All significant pairwise comparisons in pastures (both types) and exotic forest show differentiation when exotics added to indigenous, with four native forest comparisons showing homogenisation (meaning 18/22 of significant comparisons showing differentiation). Also, the average values for two pastures and exotic forest show differentiation, and so main result taken to be differentiation."
"Longman, EK; Rosenblad, K; Sax, DF","Extreme homogenization: The past, present and future of mammal assemblages on islands",10.1111/geb.12677,Mammals,taxonomic,Global - oceanic islands,homogenization,Global,Change in similarity across global oceanic islands
"Longman, EK; Rosenblad, K; Sax, DF","Extreme homogenization: The past, present and future of mammal assemblages on islands",10.1111/geb.12677,Mammals,taxonomic,Global - continental islands,homogenization,Global,Change in similarity across global continental islands
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Azores,differentation,Within archipelago,"Result taken from this sentence ""Islands in the Atlantic Ocean tend to differentiate in relation to other islands within their own archipelago, but homogenize when compared to islands outside their archipelago"" - and also confirmed using results provided by Xianping Li (who used the same underlying database); pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Canary_Islands,differentation,Within archipelago,"Result taken from this sentence ""Islands in the Atlantic Ocean tend to differentiate in relation to other islands within their own archipelago, but homogenize when compared to islands outside their archipelago"" - and also confirmed using results provided by Xianping Li (who used the same underlying database); pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Madeira,differentation,Within archipelago,"Result taken from this sentence ""Islands in the Atlantic Ocean tend to differentiate in relation to other islands within their own archipelago, but homogenize when compared to islands outside their archipelago"" - and also confirmed using results provided by Xianping Li (who used the same underlying database); pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Pitcairn_Islands,differentation,Within archipelago,"Result calculated using results provided by Xianping Li (who used the same underlying database)- pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Comoros_Islands,homogenization,Within archipelago,"Result taken from Figure 4  - and also confirmed using data provided by Xianping Li; pairwise analysis and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Mascarenes,homogenization,Within archipelago,"Result taken from Figure 4  - and also confirmed using data provided by Xianping Li; pairwise analysis and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Hawaiian_Islands,homogenization,Within archipelago,"Result calculated using results provided by Xianping Li (who used the same underlying database)- pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,New_Zealand,homogenization,Within archipelago,"Result calculated using results provided by Xianping Li (who used the same underlying database)- pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Cape_Verde,mixed,Within archipelago,"Result calculated using results provided by Xianping Li (who used the same underlying database)- pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Gulf_of_Guinea,mixed,Within archipelago,"Result calculated using results provided by Xianping Li (who used the same underlying database)- pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Tristan_da_Cunha,mixed,Within archipelago,"Result calculated using results provided by Xianping Li (who used the same underlying database)- pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Cayman_Islands,mixed,Within archipelago,"Result calculated using results provided by Xianping Li (who used the same underlying database)- pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Greater_Antilles,mixed,Within archipelago,"Result calculated using results provided by Xianping Li (who used the same underlying database)- pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Lesser_Antilles,mixed,Within archipelago,"Result calculated using results provided by Xianping Li (who used the same underlying database)- pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Cook_Islands,mixed,Within archipelago,"Result calculated using results provided by Xianping Li (who used the same underlying database)- pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Galapagos,mixed,Within archipelago,"Result calculated using results provided by Xianping Li (who used the same underlying database)- pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Marianas,mixed,Within archipelago,"Result calculated using results provided by Xianping Li (who used the same underlying database)- pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Society_Islands,mixed,Within archipelago,"Result calculated using results provided by Xianping Li (who used the same underlying database)- pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Antarctic islands,mixed,Within archipelago,"Result calculated using results provided by Xianping Li (who used the same underlying database)- pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Cassey, P; Lockwood, JL; Blackburn, TM; Olden, JD",Spatial scale and evolutionary history determine the degree of taxonomic homogenization across island bird assemblages,10.1111/j.1472-4642.2007.00366.x,Birds,taxonomic,Islands_to_Colombia,no_difference,Within archipelago,"Result calculated using results provided by Xianping Li (who used the same underlying database)- pairwise analysis (using Jaccard similarity) and we used a threshold of >70% of pairwise analyses to indicate homogenisation, differentation, no change, or if not >70%, mixed"
"Li, XP; Bellard, C; Hu, F; Li, HX","Effect of distance, area, and climate on the frequency of introduction and extinction events on islands and archipelagos",10.1002/ecs2.3008,Birds,taxonomic,Global,homogenization,Global,"Uses same data as Cassey et al, but this includes the global analysis (i.e., change in mean pairwise similarity across all islands) "
"Ijima, D; Ando, H; Inoue, T; Murakami, M; Ito, S; Fukunda, S; Sato, NJ","Ongoing collapse of avifauna in temperate oceanic islands close
to the mainland in the Anthropocene",10.1111/1365-2656.70070,Birds,taxonomic,Izu_Islands,differentation,Within archipelago,"Pairwise analysis based on Jaccard dissimilarity - results taken from text and Figure 5, where it looks like almost all island pairwise comparisons have become more dissimilar "
"Triantis, K.A., Rigal, F., Whittaker, R.J., Hume, J.P., Sheard, C., Poursanidis, D., Rolland, J., Sfenthourakis, S., Matthews, T.J., Thébaud, C. & Tobias, J.A.",Deterministic assembly and anthropogenic extinctions drive convergence of island bird communities.,10.1111/geb.13556Digital Object Identifier (DOI),Birds,phylogenetic,Global,mixed,Between archipelagos / Global,"Pairwise analysis (using modified version of MNTD for turnover) of archipelagos, with analysis running just using native extant avifauna, and the native avifauna + extinct species. Pairwise results provided by Francois Rigal, and show that 70/153 of pairwise comparison = differentiation, and so result taken as mixed (as not pattern > 70%), which was confirmed by Francois Rigal."
"Carvallo, G. O. & Castro, S. A. ",Invasions but not extinctions change phylogenetic diversity of angiosperm assemblage on southeastern Pacific Oceanic islands,10.1371/journal.pone.0182105,Plants,phylogenetic,Desventuradas_Islands,homogenization,Within archipelago,"Same islands (and island groups) as in the other Castro et al papers, but here looking at phylogenetic beta-diversity. Pairwise analysis between islands (using 1-PhyloSOR metric) and pairwise matrices for the pre-European (including extinct) and current (excluding extinct and including exotics) floras provided by Gaston Carvalho."
"Carvallo, G. O. & Castro, S. A. ",Invasions but not extinctions change phylogenetic diversity of angiosperm assemblage on southeastern Pacific Oceanic islands,10.1371/journal.pone.0182105,Plants,phylogenetic,Juan_Fernandez,mixed,Within archipelago,"Same islands (and island groups) as in the other Castro et al papers, but here looking at phylogenetic beta-diversity. Pairwise analysis between islands (using 1-PhyloSOR metric) and pairwise matrices for the pre-European (including extinct) and current (excluding extinct and including exotics) floras provided by Gaston Carvalho. No pattern occured in >70% of pairwise comparison, so result took to be mixed."
"Carvallo, G. O. & Castro, S. A. ",Invasions but not extinctions change phylogenetic diversity of angiosperm assemblage on southeastern Pacific Oceanic islands,10.1371/journal.pone.0182105,Plants,phylogenetic,Easter_Island,mixed,Between archipelagos,"Same islands (and island groups) as in the other Castro et al papers, but here looking at phylogenetic beta-diversity. Pairwise analysis between islands (using 1-PhyloSOR metric) and pairwise matrices for the pre-European (including extinct) and current (excluding extinct and including exotics) floras provided by Gaston Carvalho. No pattern occured in >70% of pairwise comparison, so result took to be mixed."
